timeStampHash,timeStamp,ostype,bankCode,ccBankCode
1.62839E+12,8/8/2021 3:23,2,AHG,
1.62841E+12,8/8/2021 8:50,2,AHG,
1.62841E+12,8/8/2021 7:39,2,GNIA,
1.62842E+12,8/8/2021 9:55,1,AHG,
1.62839E+12,8/8/2021 2:48,2,YHG,
1.62839E+12,8/8/2021 3:53,1,GNIA,
1.62837E+12,8/7/2021 19:38,2,HH,Mastercard
1.62843E+12,8/8/2021 14:13,2,AUG,
1.62843E+12,8/8/2021 13:36,2,GNIA,
1.6284E+12,8/8/2021 5:57,1,AHG,
1.62843E+12,8/8/2021 13:54,2,RG,
1.62843E+12,8/8/2021 13:56,2,RG,
1.6284E+12,8/8/2021 4:11,1,AYG,
1.62838E+12,8/8/2021 0:28,2,GNIA,
1.62841E+12,8/8/2021 7:49,1,XHG,
1.62841E+12,8/8/2021 8:40,1,AHG,
1.62841E+12,8/8/2021 8:40,1,AHG,
1.62839E+12,8/8/2021 2:43,2,AHG,
1.6284E+12,8/8/2021 5:21,2,AHG,
1.62836E+12,8/7/2021 18:56,2,GNIA,
1.62836E+12,8/7/2021 18:57,2,GNIA,
1.62836E+12,8/7/2021 18:57,2,GNIA,
1.62837E+12,8/7/2021 20:28,1,YUG,
1.6284E+12,8/8/2021 5:00,2,HH,Visa
1.62843E+12,8/8/2021 12:45,1,AFWG,
1.62843E+12,8/8/2021 12:48,1,AFWG,
1.62839E+12,8/8/2021 2:17,1,YHG,
1.62836E+12,8/7/2021 18:19,2,AHG,
1.62836E+12,8/7/2021 18:22,2,AHG,
1.62839E+12,8/8/2021 3:46,2,AYG,
1.62836E+12,8/7/2021 19:15,1,AHG,
1.62836E+12,8/7/2021 19:16,1,AHG,
1.62836E+12,8/7/2021 19:17,1,AHG,
1.62841E+12,8/8/2021 7:35,2,RG,
1.62841E+12,8/8/2021 8:54,2,AHG,
1.62843E+12,8/8/2021 13:15,2,AYG,
1.62842E+12,8/8/2021 10:13,2,XHG,
1.62839E+12,8/8/2021 1:22,2,AYG,
1.62839E+12,8/8/2021 2:49,2,AYG,
1.62839E+12,8/8/2021 2:50,2,AYG,
1.62841E+12,8/8/2021 8:33,2,XHG,
1.62841E+12,8/8/2021 8:35,2,XHG,
1.62843E+12,8/8/2021 14:07,1,YHG,
1.6284E+12,8/8/2021 3:59,2,AFWG,
1.62843E+12,8/8/2021 13:35,2,AUG,
1.62843E+12,8/8/2021 13:37,2,AUG,
1.62843E+12,8/8/2021 13:37,2,AYG,
1.62839E+12,8/8/2021 1:49,1,GNIA,
1.62841E+12,8/8/2021 6:52,2,AFWG,
1.62836E+12,8/7/2021 17:40,1,FHG,
1.62836E+12,8/7/2021 18:32,2,XHG,
1.62843E+12,8/8/2021 14:26,1,RG,
1.62843E+12,8/8/2021 13:54,2,AFWG,
1.62839E+12,8/8/2021 2:01,1,RG,
1.62839E+12,8/8/2021 2:01,1,HH,Visa
1.62839E+12,8/8/2021 2:01,1,HH,Visa
1.62844E+12,8/8/2021 16:08,2,AFWG,
1.62841E+12,8/8/2021 6:45,2,RG,
1.6284E+12,8/8/2021 4:43,2,AFWG,
1.6284E+12,8/8/2021 4:41,1,AFWG,
1.62841E+12,8/8/2021 8:11,1,XHG,
1.62841E+12,8/8/2021 8:11,1,XHG,
1.62841E+12,8/8/2021 8:12,1,XHG,
1.62838E+12,8/7/2021 23:29,2,AFWG,
1.6284E+12,8/8/2021 5:47,1,ANG,
1.6284E+12,8/8/2021 5:48,1,ANG,
1.62841E+12,8/8/2021 8:33,2,RG,
1.6284E+12,8/8/2021 5:00,1,MIG,
1.6284E+12,8/8/2021 5:00,1,MIG,
1.62841E+12,8/8/2021 6:43,2,XHG,
1.62839E+12,8/8/2021 3:37,2,AFWG,
1.62841E+12,8/8/2021 8:43,2,IFG,
1.6284E+12,8/8/2021 5:31,2,AUG,
1.6284E+12,8/8/2021 5:31,2,TOG,
1.6284E+12,8/8/2021 5:31,2,TOG,
1.62841E+12,8/8/2021 8:22,1,AYG,
1.62842E+12,8/8/2021 10:08,2,HH,Mastercard
1.62837E+12,8/7/2021 20:49,2,AHG,
1.62839E+12,8/8/2021 1:28,1,AFWG,
1.62836E+12,8/7/2021 18:32,1,AHG,
1.62841E+12,8/8/2021 8:28,2,AYG,
1.62843E+12,8/8/2021 14:24,2,XHG,
1.62838E+12,8/8/2021 1:04,2,XHG,
1.62842E+12,8/8/2021 10:16,2,RG,
1.62837E+12,8/7/2021 20:25,2,RG,
1.62837E+12,8/7/2021 20:26,2,XHG,
1.62842E+12,8/8/2021 11:58,2,XHG,
1.62841E+12,8/8/2021 8:42,1,ANG,
1.62841E+12,8/8/2021 8:42,1,HH,Visa
1.62841E+12,8/8/2021 8:44,1,FHG,
1.62839E+12,8/8/2021 2:14,1,YHG,
1.62843E+12,8/8/2021 12:46,1,AHG,
1.62839E+12,8/8/2021 3:13,2,AHG,
1.62839E+12,8/8/2021 3:28,2,HH,Mastercard
1.62839E+12,8/8/2021 1:43,2,GNIA,
1.62839E+12,8/8/2021 2:07,2,AFWG,
1.6284E+12,8/8/2021 4:51,1,RG,
1.62841E+12,8/8/2021 8:39,2,GNIA,
1.62844E+12,8/8/2021 15:16,2,RG,
1.62843E+12,8/8/2021 13:38,2,AFWG,
1.62838E+12,8/8/2021 0:37,1,AHG,
1.62838E+12,8/8/2021 0:37,1,RG,
1.62838E+12,8/8/2021 0:37,1,GNIA,
1.62838E+12,8/8/2021 0:37,1,AHG,
1.62839E+12,8/8/2021 1:47,2,AHG,
1.6284E+12,8/8/2021 4:33,2,YHG,
1.6284E+12,8/8/2021 4:35,2,YHG,
1.6284E+12,8/8/2021 4:44,2,YHG,
1.62836E+12,8/7/2021 17:59,1,AHG,
1.6284E+12,8/8/2021 5:21,2,AYG,
1.62844E+12,8/8/2021 15:28,1,YUG,
1.62839E+12,8/8/2021 2:23,1,AHG,
1.62843E+12,8/8/2021 13:41,1,GNIA,
1.62844E+12,8/8/2021 16:59,1,GNIA,
1.62838E+12,8/8/2021 1:04,1,RG,
1.62843E+12,8/8/2021 14:26,2,IFG,
1.62843E+12,8/8/2021 14:26,2,IFG,
1.62843E+12,8/8/2021 14:27,2,IFG,
1.62842E+12,8/8/2021 11:09,1,XHG,
1.62842E+12,8/8/2021 11:09,1,XHG,
1.62843E+12,8/8/2021 12:59,2,UAHG,
1.62843E+12,8/8/2021 13:00,2,RG,
1.62837E+12,8/7/2021 20:43,2,AHG,
1.62843E+12,8/8/2021 14:08,1,AFWG,
1.6284E+12,8/8/2021 5:11,2,RG,
1.62836E+12,8/7/2021 17:37,2,AHG,
1.62839E+12,8/8/2021 3:08,1,RG,
1.62838E+12,8/7/2021 23:38,1,AFWG,
1.6284E+12,8/8/2021 5:50,2,GNIA,
1.62839E+12,8/8/2021 2:04,1,AFWG,
1.62842E+12,8/8/2021 11:18,2,FHG,
1.62842E+12,8/8/2021 11:18,2,AHG,
1.6284E+12,8/8/2021 5:30,2,AHG,
1.62841E+12,8/8/2021 9:23,2,AFWG,
1.62841E+12,8/8/2021 9:15,2,FHG,
1.6284E+12,8/8/2021 5:59,1,YHG,
1.6284E+12,8/8/2021 5:03,2,YHG,
1.62841E+12,8/8/2021 8:41,2,IFG,
1.62837E+12,8/7/2021 19:48,2,AYG,
1.62841E+12,8/8/2021 8:06,1,YHG,
1.62842E+12,8/8/2021 10:16,1,YHG,
1.62841E+12,8/8/2021 8:48,2,GNIA,
1.62836E+12,8/7/2021 17:15,1,THG,
1.62841E+12,8/8/2021 9:00,1,AHG,
1.62842E+12,8/8/2021 10:35,2,XHG,
1.62841E+12,8/8/2021 8:51,2,RG,
1.62842E+12,8/8/2021 11:06,2,RG,
1.62844E+12,8/8/2021 16:45,2,AYG,
1.62838E+12,8/7/2021 23:54,2,XHG,
1.62839E+12,8/8/2021 2:46,1,YHG,
1.62838E+12,8/7/2021 22:23,1,AHG,
1.62838E+12,8/7/2021 22:25,1,AHG,
1.62842E+12,8/8/2021 11:26,1,XMG,
1.62841E+12,8/8/2021 8:54,2,SFG,
1.62841E+12,8/8/2021 8:54,2,XHG,
1.62839E+12,8/8/2021 2:39,2,RG,
1.6284E+12,8/8/2021 5:17,2,AHG,
1.62843E+12,8/8/2021 14:31,2,AHG,
1.62841E+12,8/8/2021 9:16,2,AFWG,
1.62838E+12,8/8/2021 0:26,1,XHG,
1.62839E+12,8/8/2021 2:29,1,YHG,
1.62836E+12,8/7/2021 17:05,2,XHG,
1.62841E+12,8/8/2021 8:29,1,AHG,
1.62841E+12,8/8/2021 8:31,1,AHG,
1.62841E+12,8/8/2021 8:33,1,AHG,
1.62841E+12,8/8/2021 8:33,1,AHG,
1.62841E+12,8/8/2021 7:42,2,AHG,
1.62839E+12,8/8/2021 2:51,1,YHG,
1.62844E+12,8/8/2021 16:08,1,IFG,
1.6284E+12,8/8/2021 4:53,2,AFWG,
1.62842E+12,8/8/2021 10:13,2,YHG,
1.62838E+12,8/8/2021 1:05,2,GNIA,
1.62838E+12,8/8/2021 1:05,2,GNIA,
1.62838E+12,8/8/2021 1:06,2,GNIA,
1.62838E+12,8/8/2021 1:07,2,GNIA,
1.62841E+12,8/8/2021 9:04,2,YHG,
1.62841E+12,8/8/2021 9:14,2,AYG,
1.62841E+12,8/8/2021 9:15,2,AYG,
1.62843E+12,8/8/2021 12:29,2,GNIA,
1.6284E+12,8/8/2021 5:00,2,FHG,
1.62842E+12,8/8/2021 10:23,2,RG,
1.62838E+12,8/8/2021 0:32,2,RG,
1.62836E+12,8/7/2021 17:08,2,AHG,
1.62836E+12,8/7/2021 17:08,2,FHG,
1.62836E+12,8/7/2021 17:21,2,RG,
1.62844E+12,8/8/2021 17:33,1,AYG,
1.62841E+12,8/8/2021 8:29,2,AHG,
1.6284E+12,8/8/2021 5:14,1,XHG,
1.62838E+12,8/8/2021 0:32,2,QUG,
1.62841E+12,8/8/2021 7:52,2,AHG,
1.62841E+12,8/8/2021 8:10,1,HH,Mastercard
1.62841E+12,8/8/2021 9:28,2,XHG,
1.62841E+12,8/8/2021 9:29,2,XHG,
1.62842E+12,8/8/2021 9:31,2,XHG,
1.62843E+12,8/8/2021 12:37,2,RG,
1.62843E+12,8/8/2021 12:40,2,AFWG,
1.62841E+12,8/8/2021 7:38,1,AHG,
1.62842E+12,8/8/2021 10:01,2,RG,
1.62843E+12,8/8/2021 14:33,2,GNIA,
1.62838E+12,8/8/2021 0:13,2,XHG,
1.62843E+12,8/8/2021 13:43,1,HH,Visa
1.62843E+12,8/8/2021 13:59,1,HH,Visa
1.62843E+12,8/8/2021 14:46,2,HH,Mastercard
1.62843E+12,8/8/2021 14:47,2,XHG,
1.62843E+12,8/8/2021 14:48,2,HH,Mastercard
1.62843E+12,8/8/2021 14:49,2,HH,Visa
1.62842E+12,8/8/2021 10:22,2,IFG,
1.62843E+12,8/8/2021 13:55,2,XHG,
1.62843E+12,8/8/2021 12:32,2,AHG,
1.62843E+12,8/8/2021 12:32,2,AHG,
1.6284E+12,8/8/2021 4:35,2,AYG,
1.62843E+12,8/8/2021 12:31,2,AUG,
1.62843E+12,8/8/2021 12:41,2,YUG,
1.62839E+12,8/8/2021 3:23,2,RG,
1.62843E+12,8/8/2021 14:58,2,RG,
1.62836E+12,8/7/2021 18:49,1,GNIA,
1.6284E+12,8/8/2021 5:51,2,FHG,
1.62841E+12,8/8/2021 8:07,2,AHG,
1.6284E+12,8/8/2021 5:38,2,AFWG,
1.62841E+12,8/8/2021 7:42,2,GNIA,
1.62838E+12,8/8/2021 0:50,2,THG,
1.62842E+12,8/8/2021 10:58,2,YHG,
1.62844E+12,8/8/2021 16:14,2,XHG,
1.62843E+12,8/8/2021 13:03,2,AHG,
1.62839E+12,8/8/2021 1:20,2,AFWG,
1.62842E+12,8/8/2021 10:36,2,GNIA,
1.62841E+12,8/8/2021 8:32,2,AHG,
1.6284E+12,8/8/2021 5:35,2,AHG,
1.6284E+12,8/8/2021 5:28,2,XMGAS,
1.62843E+12,8/8/2021 13:46,2,IFG,
1.62838E+12,8/7/2021 23:33,2,AYG,
1.62839E+12,8/8/2021 2:07,2,AHG,
1.62839E+12,8/8/2021 3:06,2,GNIA,
1.62844E+12,8/8/2021 15:44,2,MIG,
1.62844E+12,8/8/2021 15:45,2,MIG,
1.62841E+12,8/8/2021 7:02,1,AHG,
1.62844E+12,8/8/2021 15:45,2,GNIA,
1.62841E+12,8/8/2021 8:30,1,AHG,
1.62841E+12,8/8/2021 7:18,1,AHG,
1.6284E+12,8/8/2021 4:40,2,AFWG,
1.62838E+12,8/8/2021 0:55,1,GNIA,
1.62842E+12,8/8/2021 9:45,2,AYG,
1.62839E+12,8/8/2021 2:35,2,XMGAS,
1.62839E+12,8/8/2021 2:36,2,XMGAS,
1.6284E+12,8/8/2021 5:27,2,AYG,
1.6284E+12,8/8/2021 5:01,1,AFWG,
1.62838E+12,8/7/2021 22:33,2,AHG,
1.62838E+12,8/7/2021 22:38,2,AFWG,
1.6284E+12,8/8/2021 4:00,2,AHG,
1.62843E+12,8/8/2021 13:05,2,AYG,
1.62836E+12,8/7/2021 17:03,2,AHG,
1.62836E+12,8/7/2021 17:05,2,AHG,
1.62836E+12,8/7/2021 17:19,2,AHG,
1.62836E+12,8/7/2021 17:39,2,AHG,
1.62836E+12,8/7/2021 17:39,2,AHG,
1.62839E+12,8/8/2021 2:46,1,GNIA,
1.6284E+12,8/8/2021 5:26,1,GNIA,
1.62836E+12,8/7/2021 18:26,1,HH,Mastercard
1.62842E+12,8/8/2021 11:02,2,FHG,
1.62843E+12,8/8/2021 13:33,2,XMG,
1.62839E+12,8/8/2021 3:08,2,GNIA,
1.62839E+12,8/8/2021 3:09,2,GNIA,
1.62839E+12,8/8/2021 3:09,2,GNIA,
1.62843E+12,8/8/2021 13:56,1,AHG,
1.62844E+12,8/8/2021 16:26,2,AFWG,
1.62836E+12,8/7/2021 17:56,1,AYG,
1.62839E+12,8/8/2021 2:08,2,AHG,
1.62837E+12,8/7/2021 22:03,2,GNIA,
1.62837E+12,8/7/2021 22:03,2,GNIA,
1.62843E+12,8/8/2021 13:57,2,GNIA,
1.62839E+12,8/8/2021 3:38,2,RG,
1.62839E+12,8/8/2021 3:43,2,RG,
1.62836E+12,8/7/2021 17:21,1,GNIA,
1.62836E+12,8/7/2021 17:21,1,GNIA,
1.6284E+12,8/8/2021 4:22,1,RG,
1.62843E+12,8/8/2021 13:57,1,AFWG,
1.62843E+12,8/8/2021 14:58,1,AHG,
1.62844E+12,8/8/2021 16:31,2,AHG,
1.62844E+12,8/8/2021 16:51,2,AHG,
1.62844E+12,8/8/2021 16:59,2,AHG,
1.6284E+12,8/8/2021 5:18,2,XHG,
1.62841E+12,8/8/2021 7:48,1,AHG,
1.62841E+12,8/8/2021 8:07,1,AHG,
1.62841E+12,8/8/2021 8:08,1,AHG,
1.62844E+12,8/8/2021 16:23,2,RXG,
1.62839E+12,8/8/2021 1:20,1,RG,
1.6284E+12,8/8/2021 4:44,2,AHG,
1.6284E+12,8/8/2021 4:50,2,AHG,
1.62842E+12,8/8/2021 10:40,2,GNIA,
1.62842E+12,8/8/2021 10:40,2,RG,
1.62839E+12,8/8/2021 3:09,2,AUG,
1.62841E+12,8/8/2021 7:09,2,AHG,
1.62842E+12,8/8/2021 10:30,2,AHG,
1.62842E+12,8/8/2021 10:03,2,RG,
1.62842E+12,8/8/2021 10:03,2,RG,
1.6284E+12,8/8/2021 6:01,2,RG,
1.62839E+12,8/8/2021 2:02,2,AYG,
1.62836E+12,8/7/2021 17:00,1,AHG,
1.62837E+12,8/7/2021 20:11,2,RG,
1.62837E+12,8/7/2021 20:12,2,RG,
1.62842E+12,8/8/2021 10:36,2,AFWG,
1.62838E+12,8/8/2021 0:00,2,AHG,
1.62838E+12,8/8/2021 0:00,2,AHG,
1.62843E+12,8/8/2021 13:42,2,AYG,
1.6284E+12,8/8/2021 5:35,1,AHG,
1.6284E+12,8/8/2021 5:35,1,RG,
1.62842E+12,8/8/2021 10:59,2,IFG,
1.62842E+12,8/8/2021 11:20,2,IFG,
1.62842E+12,8/8/2021 11:21,2,IFG,
1.62843E+12,8/8/2021 12:54,2,AHG,
1.62841E+12,8/8/2021 7:05,1,RG,
1.62839E+12,8/8/2021 1:51,2,AHG,
1.6284E+12,8/8/2021 5:31,2,GNIA,
1.62842E+12,8/8/2021 11:19,1,IFG,
1.62842E+12,8/8/2021 11:19,1,XMG,
1.62842E+12,8/8/2021 11:20,1,XMG,
1.62839E+12,8/8/2021 3:21,2,RG,
1.6284E+12,8/8/2021 4:16,1,RG,
1.6284E+12,8/8/2021 4:17,1,RG,
1.62841E+12,8/8/2021 8:53,2,AHG,
1.62836E+12,8/7/2021 18:30,2,AHG,
1.6284E+12,8/8/2021 3:57,2,IFG,
1.6284E+12,8/8/2021 3:57,2,IFG,
1.6284E+12,8/8/2021 3:57,2,IFG,
1.62842E+12,8/8/2021 11:34,2,GNIA,
1.62841E+12,8/8/2021 8:03,1,YHG,
1.62841E+12,8/8/2021 8:03,1,YHG,
1.62841E+12,8/8/2021 8:28,2,HH,JCB
1.62841E+12,8/8/2021 8:28,2,HH,Visa
1.62842E+12,8/8/2021 11:34,2,RG,
1.62841E+12,8/8/2021 8:02,2,FHG,
1.62841E+12,8/8/2021 8:04,2,FHG,
1.6284E+12,8/8/2021 4:34,2,AYG,
1.62837E+12,8/7/2021 20:12,2,AFWG,
1.6284E+12,8/8/2021 5:11,2,RG,
1.6284E+12,8/8/2021 5:11,2,RG,
1.62841E+12,8/8/2021 9:06,1,YHG,
1.62836E+12,8/7/2021 18:48,1,RG,
1.62836E+12,8/7/2021 18:49,1,AHG,
1.62836E+12,8/7/2021 18:53,1,FGG,
1.62841E+12,8/8/2021 8:02,1,RG,
1.62843E+12,8/8/2021 13:26,2,AYG,
1.62843E+12,8/8/2021 14:41,1,YUG,
1.62841E+12,8/8/2021 7:37,2,AHG,
1.62836E+12,8/7/2021 19:30,2,AHG,
1.62839E+12,8/8/2021 1:26,2,AYG,
1.62844E+12,8/8/2021 15:36,1,RG,
1.62841E+12,8/8/2021 6:51,1,PQG,
1.6284E+12,8/8/2021 4:34,1,AUG,
1.62842E+12,8/8/2021 11:17,2,RG,
1.62842E+12,8/8/2021 11:18,2,RG,
1.62841E+12,8/8/2021 7:54,2,AFWG,
1.62841E+12,8/8/2021 7:54,2,AFWG,
1.62841E+12,8/8/2021 7:14,2,AHG,
1.62837E+12,8/7/2021 22:06,1,AHG,
1.62839E+12,8/8/2021 2:34,2,AHG,
1.6284E+12,8/8/2021 4:57,2,AHG,
1.62842E+12,8/8/2021 11:14,2,AYG,
1.62842E+12,8/8/2021 11:15,2,AYG,
1.62842E+12,8/8/2021 11:16,2,AHG,
1.62842E+12,8/8/2021 11:17,1,AYG,
1.62842E+12,8/8/2021 11:17,1,AHG,
1.62842E+12,8/8/2021 11:18,1,AHG,
1.62842E+12,8/8/2021 11:09,1,AHG,
1.6284E+12,8/8/2021 5:06,1,XHG,
1.62843E+12,8/8/2021 13:14,1,HH,Visa
1.62843E+12,8/8/2021 13:16,1,YHG,
1.62838E+12,8/8/2021 0:11,1,XHG,
1.62842E+12,8/8/2021 12:06,2,AHG,
1.62843E+12,8/8/2021 14:34,2,AHG,
1.62843E+12,8/8/2021 14:34,2,FHG,
1.62839E+12,8/8/2021 1:34,1,AHG,
1.62843E+12,8/8/2021 12:20,2,RG,
1.6284E+12,8/8/2021 6:36,2,AHG,
1.62842E+12,8/8/2021 11:42,1,AYG,
1.62842E+12,8/8/2021 11:42,1,AHG,
1.62842E+12,8/8/2021 11:46,2,FHG,
1.62841E+12,8/8/2021 8:08,1,RG,
1.62843E+12,8/8/2021 13:53,2,XHG,
1.62842E+12,8/8/2021 11:49,1,XHG,
1.62842E+12,8/8/2021 11:49,1,HH,Visa
1.62839E+12,8/8/2021 1:37,2,RXG,
1.62839E+12,8/8/2021 1:45,2,RXG,
1.62842E+12,8/8/2021 10:03,2,RG,
1.62844E+12,8/8/2021 16:53,2,AHG,
1.62841E+12,8/8/2021 8:35,2,AHG,
1.62842E+12,8/8/2021 10:48,2,RG,
1.62841E+12,8/8/2021 9:08,1,AHG,
1.62841E+12,8/8/2021 9:09,1,XMGAS,
1.6284E+12,8/8/2021 6:00,2,YHG,
1.6284E+12,8/8/2021 5:30,1,AHG,
1.62841E+12,8/8/2021 8:47,2,RG,
1.62842E+12,8/8/2021 10:15,2,RG,
1.62843E+12,8/8/2021 14:13,1,AHG,
1.62843E+12,8/8/2021 13:12,2,AFWG,
1.62844E+12,8/8/2021 15:03,2,AHG,
1.62844E+12,8/8/2021 15:04,2,AHG,
1.62844E+12,8/8/2021 16:49,2,AHG,
1.62841E+12,8/8/2021 8:40,2,AHG,
1.62842E+12,8/8/2021 11:07,1,GNIA,
1.62843E+12,8/8/2021 14:42,2,AYG,
1.62844E+12,8/8/2021 15:06,2,GNIA,
1.62841E+12,8/8/2021 8:54,2,AHG,
1.62836E+12,8/7/2021 17:17,1,AYG,
1.62836E+12,8/7/2021 17:14,2,AFWG,
1.62842E+12,8/8/2021 11:23,2,AHG,
1.62838E+12,8/8/2021 0:14,1,AYG,
1.6284E+12,8/8/2021 5:26,2,IFG,
1.6284E+12,8/8/2021 5:39,2,RG,
1.6284E+12,8/8/2021 5:16,1,AHG,
1.62837E+12,8/7/2021 20:22,2,XHG,
1.62841E+12,8/8/2021 8:25,2,AYG,
1.62842E+12,8/8/2021 11:02,2,AFWG,
1.62842E+12,8/8/2021 10:48,1,AHG,
1.62841E+12,8/8/2021 7:43,2,AFWG,
1.62839E+12,8/8/2021 2:33,1,RXG,
1.62841E+12,8/8/2021 7:03,2,YHG,
1.62841E+12,8/8/2021 9:08,2,RG,
1.62841E+12,8/8/2021 9:09,2,RG,
1.62841E+12,8/8/2021 7:38,1,AHG,
1.62842E+12,8/8/2021 9:56,2,AHG,
1.6284E+12,8/8/2021 6:41,2,GNIA,
1.62839E+12,8/8/2021 1:43,1,AHG,
1.62839E+12,8/8/2021 1:44,1,AHG,
1.62839E+12,8/8/2021 1:50,1,AHG,
1.62839E+12,8/8/2021 2:01,1,AHG,
1.62839E+12,8/8/2021 2:05,1,AHG,
1.62839E+12,8/8/2021 2:05,1,AHG,
1.62839E+12,8/8/2021 1:47,1,XHG,
1.62839E+12,8/8/2021 1:47,1,HH,Mastercard
1.62843E+12,8/8/2021 14:27,1,GNIA,
1.62843E+12,8/8/2021 14:29,1,GNIA,
1.62837E+12,8/7/2021 20:18,2,ANG,
1.62844E+12,8/8/2021 15:30,1,XMGAS,
1.62843E+12,8/8/2021 13:17,1,GNIA,
1.62836E+12,8/7/2021 18:36,2,RG,
1.62836E+12,8/7/2021 18:38,2,RG,
1.62836E+12,8/7/2021 17:57,1,HH,Visa
1.6284E+12,8/8/2021 4:17,2,AHG,
1.6284E+12,8/8/2021 3:57,1,AHG,
1.62838E+12,8/8/2021 0:22,1,FHG,
1.6284E+12,8/8/2021 5:57,2,XHG,
1.6284E+12,8/8/2021 6:25,2,AHG,
1.62841E+12,8/8/2021 6:54,1,XHG,
1.62841E+12,8/8/2021 6:54,1,FGG,
1.62843E+12,8/8/2021 13:19,2,RG,
1.62843E+12,8/8/2021 13:19,2,GNIA,
1.62844E+12,8/8/2021 15:24,2,AHG,
1.62838E+12,8/8/2021 0:16,2,AYG,
1.62838E+12,8/8/2021 0:16,2,AYG,
1.62839E+12,8/8/2021 2:37,2,AHG,
1.62843E+12,8/8/2021 14:30,1,XHG,
1.62843E+12,8/8/2021 14:30,1,YHG,
1.62843E+12,8/8/2021 14:49,2,XHG,
1.62836E+12,8/7/2021 19:36,1,GNIA,
1.62841E+12,8/8/2021 8:51,2,RG,
1.62844E+12,8/8/2021 15:03,1,YHG,
1.62843E+12,8/8/2021 14:10,1,XHG,
1.62838E+12,8/8/2021 1:06,2,AYG,
1.62838E+12,8/8/2021 1:09,2,AYG,
1.62836E+12,8/7/2021 17:19,2,FHG,
1.62844E+12,8/8/2021 15:37,2,RG,
1.62844E+12,8/8/2021 15:37,2,RG,
1.62836E+12,8/7/2021 18:30,1,HH,Visa
1.6284E+12,8/8/2021 6:15,2,AYG,
1.62842E+12,8/8/2021 9:44,2,YHG,
1.62839E+12,8/8/2021 3:08,2,RG,
1.6284E+12,8/8/2021 5:00,1,RG,
1.62843E+12,8/8/2021 14:42,2,RG,
1.62843E+12,8/8/2021 14:43,2,RG,
1.62839E+12,8/8/2021 3:00,2,GNIA,
1.62839E+12,8/8/2021 3:01,2,GNIA,
1.62843E+12,8/8/2021 15:02,2,AFWG,
1.62844E+12,8/8/2021 15:21,1,YHG,
1.6284E+12,8/8/2021 4:06,2,XHG,
1.6284E+12,8/8/2021 5:26,1,AFWG,
1.62844E+12,8/8/2021 16:23,1,AHG,
1.62839E+12,8/8/2021 3:04,1,AHG,
1.6284E+12,8/8/2021 6:37,1,YHG,
1.6284E+12,8/8/2021 4:49,2,AHG,
1.62839E+12,8/8/2021 1:45,2,FHG,
1.62841E+12,8/8/2021 9:05,2,AHG,
1.62841E+12,8/8/2021 9:06,2,AHG,
1.62844E+12,8/8/2021 16:41,2,YHG,
1.62843E+12,8/8/2021 14:53,2,AFWG,
1.62842E+12,8/8/2021 10:44,1,AHG,
1.62842E+12,8/8/2021 10:45,1,AHG,
1.62836E+12,8/7/2021 19:18,2,AFWG,
1.62838E+12,8/8/2021 1:07,2,AFWG,
1.62838E+12,8/8/2021 1:07,2,RG,
1.62839E+12,8/8/2021 1:12,2,AFWG,
1.62839E+12,8/8/2021 3:04,2,AHG,
1.62844E+12,8/8/2021 16:48,1,YHG,
1.62843E+12,8/8/2021 12:37,2,YUG,
1.62839E+12,8/8/2021 2:29,1,HH,Visa
1.62839E+12,8/8/2021 3:43,2,AHG,
1.62843E+12,8/8/2021 13:56,2,AHG,
1.62844E+12,8/8/2021 16:06,2,XHG,
1.62839E+12,8/8/2021 3:16,2,AYG,
1.62843E+12,8/8/2021 14:28,2,YUG,
1.6284E+12,8/8/2021 4:32,1,XHG,
1.62839E+12,8/8/2021 3:46,1,FHG,
1.62839E+12,8/8/2021 3:46,1,FHG,
1.62841E+12,8/8/2021 7:44,1,AUG,
1.62844E+12,8/8/2021 15:07,1,YHG,
1.6284E+12,8/8/2021 5:14,2,AFWG,
1.62841E+12,8/8/2021 6:58,2,AYG,
1.62841E+12,8/8/2021 6:59,2,AYG,
1.62841E+12,8/8/2021 8:42,2,AHG,
1.62836E+12,8/7/2021 17:33,2,AFWG,
1.62844E+12,8/8/2021 15:22,2,RG,
1.62841E+12,8/8/2021 7:49,1,RG,
1.62836E+12,8/7/2021 18:17,2,AHG,
1.62836E+12,8/7/2021 18:18,2,AHG,
1.62836E+12,8/7/2021 19:05,2,AFWG,
1.62836E+12,8/7/2021 19:08,2,AYG,
1.6284E+12,8/8/2021 5:13,1,AYG,
1.6284E+12,8/8/2021 5:13,1,GNIA,
1.62841E+12,8/8/2021 8:59,2,AHG,
1.62843E+12,8/8/2021 13:20,2,IFG,
1.62843E+12,8/8/2021 13:20,2,ANG,
1.62838E+12,8/8/2021 0:31,2,AHG,
1.62839E+12,8/8/2021 1:12,2,RG,
1.62836E+12,8/7/2021 17:05,1,RG,
1.62841E+12,8/8/2021 8:25,2,AFWG,
1.62841E+12,8/8/2021 8:26,2,AFWG,
1.62841E+12,8/8/2021 8:55,1,RG,
1.62839E+12,8/8/2021 2:07,1,AFWG,
1.62839E+12,8/8/2021 2:15,1,AFWG,
1.62843E+12,8/8/2021 14:14,2,AHG,
1.62843E+12,8/8/2021 14:15,2,GNIA,
1.62839E+12,8/8/2021 1:12,1,XHG,
1.6284E+12,8/8/2021 4:03,1,RG,
