Year,MonthNumber,Week,Date
2014,4,14,4/1/14 0:00
2014,4,14,4/2/14 0:00
2014,4,14,4/3/14 0:00
2014,4,14,4/4/14 0:00
2014,4,14,4/5/14 0:00
2014,4,15,4/6/14 0:00
2014,4,15,4/7/14 0:00
2014,4,15,4/8/14 0:00
2014,4,15,4/9/14 0:00
2014,4,15,4/10/14 0:00
2014,4,15,4/11/14 0:00
2014,4,15,4/12/14 0:00
2014,4,16,4/13/14 0:00
2014,4,16,4/14/14 0:00
2014,4,16,4/15/14 0:00
2014,4,16,4/16/14 0:00
2014,4,16,4/17/14 0:00
2014,4,16,4/18/14 0:00
2014,4,16,4/19/14 0:00
2014,4,17,4/20/14 0:00
2014,4,17,4/21/14 0:00
2014,4,17,4/22/14 0:00
2014,4,17,4/23/14 0:00
2014,4,17,4/24/14 0:00
2014,4,17,4/25/14 0:00
2014,4,17,4/26/14 0:00
2014,4,18,4/27/14 0:00
2014,4,18,4/28/14 0:00
2014,4,18,4/29/14 0:00
2014,4,18,4/30/14 0:00
2014,5,18,5/1/14 0:00
2014,5,18,5/2/14 0:00
2014,5,18,5/3/14 0:00
2014,5,19,5/4/14 0:00
2014,5,19,5/5/14 0:00
2014,5,19,5/6/14 0:00
2014,5,19,5/7/14 0:00
2014,5,19,5/8/14 0:00
2014,5,19,5/9/14 0:00
2014,5,19,5/10/14 0:00
2014,5,20,5/11/14 0:00
2014,5,20,5/12/14 0:00
2014,5,20,5/13/14 0:00
2014,5,20,5/14/14 0:00
2014,5,20,5/15/14 0:00
2014,5,20,5/16/14 0:00
2014,5,20,5/17/14 0:00
2014,5,21,5/18/14 0:00
2014,5,21,5/19/14 0:00
2014,5,21,5/20/14 0:00
2014,5,21,5/21/14 0:00
2014,5,21,5/22/14 0:00
2014,5,21,5/23/14 0:00
2014,5,21,5/24/14 0:00
2014,5,22,5/25/14 0:00
2014,5,22,5/26/14 0:00
2014,5,22,5/27/14 0:00
2014,5,22,5/28/14 0:00
2014,5,22,5/29/14 0:00
2014,5,22,5/30/14 0:00
2014,5,22,5/31/14 0:00
2014,6,23,6/1/14 0:00
2014,6,23,6/2/14 0:00
2014,6,23,6/3/14 0:00
2014,6,23,6/4/14 0:00
2014,6,23,6/5/14 0:00
2014,6,23,6/6/14 0:00
2014,6,23,6/7/14 0:00
2014,6,24,6/8/14 0:00
2014,6,24,6/9/14 0:00
2014,6,24,6/10/14 0:00
2014,6,24,6/11/14 0:00
2014,6,24,6/12/14 0:00
2014,6,24,6/13/14 0:00
2014,6,24,6/14/14 0:00
2014,6,25,6/15/14 0:00
2014,6,25,6/16/14 0:00
2014,6,25,6/17/14 0:00
2014,6,25,6/18/14 0:00
2014,6,25,6/19/14 0:00
2014,6,25,6/20/14 0:00
2014,6,25,6/21/14 0:00
2014,6,26,6/22/14 0:00
2014,6,26,6/23/14 0:00
2014,6,26,6/24/14 0:00
2014,6,26,6/25/14 0:00
2014,6,26,6/26/14 0:00
2014,6,26,6/27/14 0:00
2014,6,26,6/28/14 0:00
2014,6,27,6/29/14 0:00
2014,6,27,6/30/14 0:00
2014,7,27,7/1/14 0:00
2014,7,27,7/2/14 0:00
2014,7,27,7/3/14 0:00
2014,7,27,7/4/14 0:00
2014,7,27,7/5/14 0:00
2014,7,28,7/6/14 0:00
2014,7,28,7/7/14 0:00
2014,7,28,7/8/14 0:00
2014,7,28,7/9/14 0:00
2014,7,28,7/10/14 0:00
2014,7,28,7/11/14 0:00
2014,7,28,7/12/14 0:00
2014,7,29,7/13/14 0:00
2014,7,29,7/14/14 0:00
2014,7,29,7/15/14 0:00
2014,7,29,7/16/14 0:00
2014,7,29,7/17/14 0:00
2014,7,29,7/18/14 0:00
2014,7,29,7/19/14 0:00
2014,7,30,7/20/14 0:00
2014,7,30,7/21/14 0:00
2014,7,30,7/22/14 0:00
2014,7,30,7/23/14 0:00
2014,7,30,7/24/14 0:00
2014,7,30,7/25/14 0:00
2014,7,30,7/26/14 0:00
2014,7,31,7/27/14 0:00
2014,7,31,7/28/14 0:00
2014,7,31,7/29/14 0:00
2014,7,31,7/30/14 0:00
2014,7,31,7/31/14 0:00
2014,8,31,8/1/14 0:00
2014,8,31,8/2/14 0:00
2014,8,32,8/3/14 0:00
2014,8,32,8/4/14 0:00
2014,8,32,8/5/14 0:00
2014,8,32,8/6/14 0:00
2014,8,32,8/7/14 0:00
2014,8,32,8/8/14 0:00
2014,8,32,8/9/14 0:00
2014,8,33,8/10/14 0:00
2014,8,33,8/11/14 0:00
2014,8,33,8/12/14 0:00
2014,8,33,8/13/14 0:00
2014,8,33,8/14/14 0:00
2014,8,33,8/15/14 0:00
2014,8,33,8/16/14 0:00
2014,8,34,8/17/14 0:00
2014,8,34,8/18/14 0:00
2014,8,34,8/19/14 0:00
2014,8,34,8/20/14 0:00
2014,8,34,8/21/14 0:00
2014,8,34,8/22/14 0:00
2014,8,34,8/23/14 0:00
2014,8,35,8/24/14 0:00
2014,8,35,8/25/14 0:00
2014,8,35,8/26/14 0:00
2014,8,35,8/27/14 0:00
2014,8,35,8/28/14 0:00
2014,8,35,8/29/14 0:00
2014,8,35,8/30/14 0:00
2014,8,36,8/31/14 0:00
2014,9,36,9/1/14 0:00
2014,9,36,9/2/14 0:00
2014,9,36,9/3/14 0:00
2014,9,36,9/4/14 0:00
2014,9,36,9/5/14 0:00
2014,9,36,9/6/14 0:00
2014,9,37,9/7/14 0:00
2014,9,37,9/8/14 0:00
2014,9,37,9/9/14 0:00
2014,9,37,9/10/14 0:00
2014,9,37,9/11/14 0:00
2014,9,37,9/12/14 0:00
2014,9,37,9/13/14 0:00
2014,9,38,9/14/14 0:00
2014,9,38,9/15/14 0:00
2014,9,38,9/16/14 0:00
2014,9,38,9/17/14 0:00
2014,9,38,9/18/14 0:00
2014,9,38,9/19/14 0:00
2014,9,38,9/20/14 0:00
2014,9,39,9/21/14 0:00
2014,9,39,9/22/14 0:00
2014,9,39,9/23/14 0:00
2014,9,39,9/24/14 0:00
2014,9,39,9/25/14 0:00
2014,9,39,9/26/14 0:00
2014,9,39,9/27/14 0:00
2014,9,40,9/28/14 0:00
2014,9,40,9/29/14 0:00
2014,9,40,9/30/14 0:00
2014,10,40,10/1/14 0:00
2014,10,40,10/2/14 0:00
2014,10,40,10/3/14 0:00
2014,10,40,10/4/14 0:00
2014,10,41,10/5/14 0:00
2014,10,41,10/6/14 0:00
2014,10,41,10/7/14 0:00
2014,10,41,10/8/14 0:00
2014,10,41,10/9/14 0:00
2014,10,41,10/10/14 0:00
2014,10,41,10/11/14 0:00
2014,10,42,10/12/14 0:00
2014,10,42,10/13/14 0:00
2014,10,42,10/14/14 0:00
2014,10,42,10/15/14 0:00
2014,10,42,10/16/14 0:00
2014,10,42,10/17/14 0:00
2014,10,42,10/18/14 0:00
2014,10,43,10/19/14 0:00
2014,10,43,10/20/14 0:00
2014,10,43,10/21/14 0:00
2014,10,43,10/22/14 0:00
2014,10,43,10/23/14 0:00
2014,10,43,10/24/14 0:00
2014,10,43,10/25/14 0:00
2014,10,44,10/26/14 0:00
2014,10,44,10/27/14 0:00
2014,10,44,10/28/14 0:00
2014,10,44,10/29/14 0:00
2014,10,44,10/30/14 0:00
2014,10,44,10/31/14 0:00
2014,11,44,11/1/14 0:00
2014,11,45,11/2/14 0:00
2014,11,45,11/3/14 0:00
2014,11,45,11/4/14 0:00
2014,11,45,11/5/14 0:00
2014,11,45,11/6/14 0:00
2014,11,45,11/7/14 0:00
2014,11,45,11/8/14 0:00
2014,11,46,11/9/14 0:00
2014,11,46,11/10/14 0:00
2014,11,46,11/11/14 0:00
2014,11,46,11/12/14 0:00
2014,11,46,11/13/14 0:00
2014,11,46,11/14/14 0:00
2014,11,46,11/15/14 0:00
2014,11,47,11/16/14 0:00
2014,11,47,11/17/14 0:00
2014,11,47,11/18/14 0:00
2014,11,47,11/19/14 0:00
2014,11,47,11/20/14 0:00
2014,11,47,11/21/14 0:00
2014,11,47,11/22/14 0:00
2014,11,48,11/23/14 0:00
2014,11,48,11/24/14 0:00
2014,11,48,11/25/14 0:00
2014,11,48,11/26/14 0:00
2014,11,48,11/27/14 0:00
2014,11,48,11/28/14 0:00
2014,11,48,11/29/14 0:00
2014,11,49,11/30/14 0:00
2014,12,49,12/1/14 0:00
2014,12,49,12/2/14 0:00
2014,12,49,12/3/14 0:00
2014,12,49,12/4/14 0:00
2014,12,49,12/5/14 0:00
2014,12,49,12/6/14 0:00
2014,12,50,12/7/14 0:00
2014,12,50,12/8/14 0:00
2014,12,50,12/9/14 0:00
2014,12,50,12/10/14 0:00
2014,12,50,12/11/14 0:00
2014,12,50,12/12/14 0:00
2014,12,50,12/13/14 0:00
2014,12,51,12/14/14 0:00
2014,12,51,12/15/14 0:00
2014,12,51,12/16/14 0:00
2014,12,51,12/17/14 0:00
2014,12,51,12/18/14 0:00
2014,12,51,12/19/14 0:00
2014,12,51,12/20/14 0:00
2014,12,52,12/21/14 0:00
2014,12,52,12/22/14 0:00
2014,12,52,12/23/14 0:00
2014,12,52,12/24/14 0:00
2014,12,52,12/25/14 0:00
2014,12,52,12/26/14 0:00
2014,12,52,12/27/14 0:00
2014,12,53,12/28/14 0:00
2014,12,53,12/29/14 0:00
2014,12,53,12/30/14 0:00
2014,12,53,12/31/14 0:00
